INaCa,INaK,IClb,ICaL,Itos,IK1,IKs,IKr
0.01252225768836,0.09216923507878,0.00266191722035,0.07101067254609,0.04750843664327,0.3767839043362,0.1069364619757,0.003641053114311
0.1769929255827,0.02648538896557,0.007153719928311,0.07931270660424,0.06576680056833,0.5660113422932,0.1954497374386,0.00439029184936
0.01934386736951,0.003498816642425,0.02725706276642,0.1309031499948,0.06322095580965,0.3012268726063,0.3099682716555,0.005303901119898
0.08266864513934,0.004509419182901,0.02042495088023,0.06204344575825,0.03626581426717,0.3506680632373,0.1603119172871,0.003816600262712
0.008249342076655,0.005062520160664,0.006899783493719,0.08236334065006,0.07785742575055,0.2932570526318,0.2083424852202,0.004399223489933
0.2060059944724,0.00321314247795,0.08060320705615,0.1509855771903,0.07406487161316,0.2556783424621,0.2082050055122,0.01074179904599
0.016838334357,0.002684192207185,0.001403223514238,0.07212736579645,0.05526715836648,0.316223874077,0.02746759545738,0.004138713775134
0.001294102750816,0.00252194061113,0.003275205068887,0.3715739563617,0.000321507701616,0.1280131791123,0.7824445222491,0.01908735518213
0.1177709569788,0.003302316923101,0.01228930796631,0.06658688078001,0.0208983254914,0.3394015704889,0.08348759991619,0.005707395698458
0.00286333624754,0.01255827123742,0.3829065660802,0.4693023025093,0.007151617626032,0.1677067802698,0.4952643994975,0.01543669253926
0.005084454984942,0.007075433919901,0.05238848271583,0.09141383803166,0.003754964141242,0.2031492208816,0.4049211023484,0.0107737954778299
0.1619981578809,0.005489428093494,0.03413021957272,0.07596620688038,0.05703315632466,0.3461773129066,0.1320105936104,0.00444917991025
0.3314155829873,0.003481297629934,0.0205907009141,0.06298113039811,0.007327522984292,0.3046993972031,0.2030579152735,0.006183068424197
0.0693068558735,0.003786782646661,0.005268809613216,0.07500225155209,0.03971784782487,0.1914837485734,0.07977451946544,0.0058581763382319
0.2241808517225,0.00276188534441,0.009682102310079,0.06690281499719,0.001260241252444,0.2645842644597,0.171735618601,0.008023726417829
0.05798718792388,0.007105055978766,0.01369083808807,0.06153702338658,0.002982974968569,0.3262650320727,0.3013063530275,0.0067644295824379
0.4338616638065,0.003564746040323,0.01264334812286,0.06105514227278,0.005641304876145,0.3027787219852,0.09841921207112,0.005758615003832
0.01155924192987,0.005079115212431,0.01717652130643,0.0816905130693,0.003185846589647,0.2799658530289,0.1996685443933,0.01019804369327
0.0936353009606,0.006880353173892,0.01855594919935,0.07182275416428,0.03405078652046,0.3378239571468,0.1650064523119,0.005446580250912
0.5175095238448,0.003860373705139,0.01105199734541,0.0580589622676,0.004162181503361,0.3343954274494,0.1028702339514,0.005143192848362
0.07736903981083,0.01571929815287,0.0217510825367,0.06954480232656,0.01005737802736,0.3659729480519,0.3219083204243,0.006904710782826
0.09913325325232,0.009310125460417,0.01141114938971,0.06678900996875,0.003677282862624,0.310282351726,0.3313566707484,0.007259958889312
0.0540196387559,0.003556273333416,0.005220094105391,0.05443313711166,0.001708830673075,0.3562265725741,0.1020393236525,0.0046833786189299
0.06094457951343,0.005037508014181,0.006811094332195,0.05979662978523,0.009639780381306,0.2937742906721,0.1079391615409,0.005482275324057
